,Unnamed: 0,Name,Date,Content
124,468,大宝天天见,2014年02月28日 16:43  来自 微博 weibo.com,下午  犯困怎么办？ .吃点水果提神； .开窗换下空气； .  桌上放置柠檬或薄荷香薰，这些味道可以让头脑清醒
125,470,fate小建,2014年02月28日 11:33  来自 超级店长站外营销,正品 香之源T A 净化空气加湿器 超静音 创意家用 包邮 紫藤依谩 O 链接 . O 链接
126,472,杨飞milo,2014年02月28日 11:06  来自 微博 weibo.com,对于蓝天白云好空气这些奢侈品，昨天 们 已经开窗通风，存储 好几顿 清新空气备用，嗯，能顶好几天
127,474,爱心衣橱,2014年02月28日 09:08  来自 微博 weibo.com,生活如何低碳？答 多用电子邮件 MSN等即时通讯工具，少用打印机和传真机； 午餐休息时和下班后关闭电脑及显示器，这样做除省电外还可以将这些电器 二氧化碳排放量减少三分之一； 内种植一些净化空气 植物，如吊兰 非洲菊桦等，可吸收甲醛同时分解复印机排放出 苯
128,477,时代少年团,今天19:05  来自 微博视频号,默契共进，策略交锋，强度拉满，青春当燃💥用热血与团魂铸 峡谷荣光 豪华训练间 们回来啦   r. SDG战队 L时代少 团  视频
130,488,岳成律师,2014年03月15日 03:31  来自 三星android智能手机,昨天下午 到奥林匹克公园走 公 ，天气好，无雾霾，人非常多 建议 们所律师好天气 出来活动锻炼，春天到 ，多到室外活动有好处 前几天北京雾霾严重，运生和 商量 买十几台空气净化气放 律师 ，这 对  去 给律师做 多元一套 装，这 第二次  关心自己 员工，有凝聚力
131,489,陶喆,今天19:17  来自 微博视频号,忘  哈爾濱演出那天 烤肉香，更忘  哈爾濱熱情 美麗 大家 哈爾濱可  們Soul Power II目前到過最北 城市呢👏“齊齊哈哈“烤肉和鐵鍋燉 這次有幸 有品嘗到 ，但 們最想知道 還  到底有沒有吃蠶蛹對 對？答案  🙅  然小編一定 會放過這段素材 haha
132,490,武艺,今天19:16,十五 啦 感谢大家 陪伴  们一直 ，真好
133,495,喜购APP,2014年03月30日 14:30  来自 喜购网,"身后各种美~气质  得 哦~重点   如何提升职场""衣商""，为严肃刻板  装注入新鲜空气？ 如通过款式和色彩让 装扮渗透温柔 力量 遥记得某位时尚大师曾这么云过 时尚 门翻新活儿 简单却气质~ 让 敢轻易尝试轻熟风格 人大胆穿起来 O 链接"
134,497,潮玩妞妞,2014年03月30日 10:39  来自 微博 weibo.com,"十种花形，多姿多彩，总有 喜欢 哦 提升职场""衣商""，为严肃刻板  装注入新鲜空气？  如通过款式和色彩让 装扮渗透温柔 力量  遥记得某位时尚大师曾这么云过 时尚 门翻新活儿  简单却气质— 让 敢轻易尝试轻熟风格 人大胆穿起来 O 链接"
135,504,世茂公益,2014年03月28日 18:01  来自 微活动,它照顾 一生 这个小时 请为它熄灯.明晚记得 关掉电灯等非必  电器 请用这短短 一小时 反思与承担对地球母亲 责任与感恩 这只 第一步 让 们为环保继续努力!转发此 并加上一颗即有机会获得 防辐射绿植和空气净化器~ O 链接
136,505,中润文化传播,2014年03月28日 14:42  来自 360安全浏览器,上班族每天  面对电脑辐射和封闭空间污浊 空气，长此以往将导致亚健康 只   桌中间设上一道绿化带， 能让 边工作边呼吸新鲜空气，给生活带来一点鲜艳 绿色吧，中润    充满 清新芳草味，属于  好心情~
137,513,捷捷花艺,2014年03月28日 10:05  来自 360安全浏览器,为  空气能好一点， 下班通常 关窗 ，昨夜下 一场大雨，还担心打印机   淋雨 ，早上来上班  窗户关得死死 ，问同事， 根本没有人动过  窗户 最近奇怪 事情很多
138,520,加拿大特伦特大学Trent,2014年04月15日 22:59  来自 微博 weibo.com,最近各位同学刚体会到一丝春意， 天气突变. 特伦特大学所有期末考试将会 Peterborough和Oshawa正常进行. 根据加拿大环境部气象局预测收到一股冷空气影响 将会有雪和冻雨 国际学生 提醒各位同学注意防寒保暖，注意路上安全，预留好充足时间提前到达考试地点.
139,521,分手挽回算命合婚,2014年04月15日 18:40  来自 我的微播炉,USB苹果兔加湿器，迷 静音，让 卧室拥有好空气 敷面膜 使用护肤品，能使效果更好，化妆还能帮忙定妆保湿 >>分 地址 O 链接
141,527,莱切贸易,2014年04月30日 11:35  来自 微博 weibo.com,高档进口 空气清新剂，室内厕所 除臭，清新剂香源欧洲（波兰站）
142,528,蝶翠老猫,2014年04月30日 09:50  来自 傲游云浏览器,出差回来，发现 多 一台正工作  空气净化器，明显感觉室内空气清新  少 这个 赞
143,531,蓝大Lambert,2014年04月29日 21:07  来自 酷派手机,人静静地待  ，把灯光调到柔和，空气中弥漫 咖啡 香味，试图混搭下旁边 红酒，又怕独自沉沦 这漆黑 夜 好久没有 受这样 安逸 ，新歌 MV 发布会  让 没有任何时间停下去思考 房间 此时铺满 交响乐 声音，今夜，请允许  人，带 颓废肆意 放纵 这黑暗中
144,532,云丘山-景区,2014年04月29日 20:50  来自 微博 weibo.com,久  或家中   否早已厌倦 钢筋水泥内 喧嚣; 否向往呼吸新鲜 空气;并想给心灵来个彻底净化?五一假期将至， 这样 百花齐放，万物复苏 季节，怎能错过这样 外出游玩 好机会呢 来云丘山吧，踏青 赏花 呼吸一下新鲜空气，还可以品尝养生美食和农家美食
145,534,金佰利-完美工作新空间,2014年04月29日 13:43  来自 微博 weibo.com,小金听   养个绿色植物 个舒压 好方式 绿色植物具有很好 净化空气 杀灭细菌 效果 除此之外，还能缓解工作人员 压力，有助消除急躁心理 使之后 工作能更顺利
146,535,爱瑜伽生活馆,2014年04月29日 13:26  来自 iPhone客户端,无论工作再忙碌， 们 会为自己保留平静 健康 午休时间，“爱瑜伽” 小伙伴们，午餐后，请大家走出房间，走出 ， 室外流动 空气中， 户外明媚 阳光下， 受属于 们自己 午休时光 劳逸结合，努力工作，健康生活
147,536,赣龙大酒店,2014年04月29日 12:28  来自 360安全浏览器,导语 如今 气温居高 下，白领们整天带   面，高温天气让室内 空气比较干燥，容易上火，所以白领一族 需 为自己准备一些具有降火润燥功效 食物， 仅可以解馋充饥，而且还可以改善身体 一些 适症状，一举两得
148,541,Detente天然水晶,2014年04月29日 09:30  来自 微博 weibo.com,现代  大部份  设立 无窗 密室之内， 内工作 人吸收 到新鲜 空气，整间 员工没精打采， 们便犯上风水煞气  必定 放一座大型 白水晶簇及黑曜石  内，而每员工 桌面放一套茶晶七星阵，以保各人 健康 若 会计部则多放 黄水晶七星阵，以保公司收支平衡
149,543,天津苗方清颜祛痘万达店,2014年04月28日 18:00  来自 微博 weibo.com,白领必知   仙人掌释放氧气；  石榴降低空气含铅量；  石竹把毒气打扫光；  海桐防尘隔音；  吊兰作用大 成本低；  龟背竹吸收二氧化碳；  美人蕉吸收二氧化硫；   季蔷薇肚量大，吞进毒气能消化；  雏菊万 青除污染；  菊花 铁树 生长藤吸苯
150,545,太阳能1009,2014年04月28日 12:37  来自 iPhone客户端,东鹏健康宝背景墙采用特殊 印刷技术以绿色秞料，有效降解甲醛，甲苯，调节湿气，净化空气 功能， 小孩房间， 必用 健康产品
152,565,暖通家,2014年05月15日 15:31  来自 vivo_X5Max,工作 公共场所，大家 喜欢  摆放一些植物，既美观又能净化空气 接下来，小爱 为大家 几款适合  内养 植物 吊兰 能吸收空气中 % 一氧化碳和 % 甲醛  芦荟 一盆芦荟相当于九台生物空气清洁  龟背竹 夜间吸收二氧化碳，改善空气质量  常春藤 吸收甲醛 冠军
153,566,icx辉哥,2014年05月15日 11:28  来自 iPhone 5s,开会 去会议室，   东拼西凑， 空气净化器 包装，加 碳晶平板取暖器，   投影布 ，这样开会 别有滋味
154,575,纳金网,2014年05月31日 17:30  来自 皮皮时光机,个人环境检测伴侣 Lapka个人环境检测伴侣  有 个独立感应器 装置，配合 使用，分别可以探测温度 湿度 辐射水平 电磁频率，最特别  感应器 可以探测食物 否有机  几秒钟之内，  会只扫家 或   否安全，或 到  最好离开室内去呼吸新鲜空气 时候
156,585,浪花心中舞,2014年05月29日 17:09  来自 微博 weibo.com,养 绿色水植物，净化空气，还养眼  多养几盆抗抗辐射
157,588,堆糖商店,2014年05月29日 13:08  来自 堆糖,什么植物萌，第一反应  多肉植物  多肉植物成品组合相框，净化空气 防辐射，生命力强方便养 无论放  还 自家书桌  错，有个好环境带 好心情，学习工作更有动力~ O 链接
158,602,通达OA,2014年05月27日 16:33  来自 360安全浏览器,空气污染严重  ，空气质量越来越被人们重视，路上行人 纷纷用口罩武装自己 那么，谁来关注 们  空气质量呢？通达信科为 地点配备 空气净化器 伴随 净化器吹来 屡屡清风， 们 仅呼吸到 洁净 芬芳 空气，更感受到公司对每一位员工 关爱，为员工创造更加良好环境 良苦用心
159,603,佳环活性炭网,2014年05月27日 15:38  来自 微博 weibo.com,知道怎么检测甲醛吗？家中甲醛有多少？自己检测 知道  甲醛自测盒—— 分钟出结果  国家卫生标准规定 室内空气中甲醛浓度限值为 . mg/m 适用于检测居家 汽车   宾馆 学校 幼儿园等室内甲醛气体含量 O 链接
160,611,琴荷谷,2014年05月26日 08:41  来自 微博 weibo.com,正 上班途中 亲们早上好，或许 们正 拼命挤 公交和地铁上，或许 正 抱怨生活 艰辛和工作 无趣 但  失去生活 乐趣，用抱怨 时间发现生活 小乐趣，有一颗快乐 心，一切  会那么艰难  阳光灿烂，空气质量  错，清晨 一切看起来 很蓬勃， 还很安静，  开始工作 ，早安
161,617,FM918云南交通之声,2014年05月24日 12:59  来自 微博 weibo.com,好多博友@  们， 西市区 高新区 北市区 上空能见度低，空气中还有烟雾 气味 记者同昆明市森林防火指挥部 宣传保障处处长段飒飒确认，    号下午发生 安宁禄脿箐孝母山 山火目前还 持续所造
163,619,分享禅卡的Sunya,2014年05月24日 08:47  来自 Android客户端,慵懒 周末亲们别忘 回归一下大自然，呼吸一下新鲜空气，沐浴一下温暖 阳光，即使 忙碌 走 马路上或者  伏案，  经常 用深呼吸来滋养全身，伸个懒腰，一杯暖暖 热饮，生活从爱自己开始
164,622,张玉廉玩设计,2014年05月21日 19:12  来自 三星Galaxy Note II,忙活中，抽空看一眼傍晚 天空，清透，空气 湿
165,623,昂莱照明,2014年05月21日 10:50  来自 微博 weibo.com,空气净化灯又称净醛灯， 灯光照射 同时，能产生大量 负离子散布于空间之中，从而起到消烟 除尘 除异味 消毒杀菌 祛污染等多种功效，广泛适用于宾馆 酒店   会议室 家庭和茶坊 歌厅 网吧等休闲娱乐场所， 改善空气质量 消除甲醛 苯等有害气体 绝佳产品
166,634,歌曳岩心,2014年06月30日 14:40  来自 360安全浏览器,付老师真 快 热死 ~快 烤死 ~快 晒死 ~学校宿舍 通风，空气 对流，没有空调，风扇一点用 没有，所以付老师毅然决然决定睡  ~~  问 为何 回家，因为每天来回跑太费时间，付老师还有早读，红灯时间 很长，偶尔被堵 北二路 感觉非常 爽
167,635,haliliyaya月,2014年06月30日 14:04  来自 360安全浏览器,忙活  星期，新 终于整理完毕 ，期间用 各种去甲醛 方法， 空气  甲醛含量 由最初 爆表，慢慢恢复正常；最开心  伙食改善
168,637,百悦康·臭氧,2014年06月30日 12:56  来自 搜狗高速浏览器,家用臭氧作用  空气净化  将臭氧排气管挂  . 米以上高度，排放O -- 分钟，即可有效去除室内烟尘或装饰材料 异味，降尘灭菌，增加空气含氧量，清新空气，让您 家中 受到雨后森林般清新 空气（可用于家庭   会议室 娱乐场所 除烟 除尘 消毒 去味）
169,640,恒丽电子-乐沃饰钟,2014年06月30日 08:59  来自 微博 weibo.com,夏天天气很热，呆   ， 们 会开启空调，然而一 注意， 容易 凉导致感冒 由于 空气流通  很好，一有感冒发生很易传染 预防 感冒   打开窗户或空气清新器；   与患病同事有身体接触；  勤洗手；  提高免疫力最好健身；   保持规律生活；  患 感冒 请假休息
170,641,天地缘花卉,2014年06月29日 11:30  来自 360安全浏览器,吊兰 仅美观美丽，并且 能净化空气，给室内带来美好 清新 特别适合家庭和 盆栽养殖 关于值得收藏 超级实用贴， 造如何养好吊兰嘛 [撒花][撒花][撒花][撒花][撒花]
171,647,金桥LOHAS,2014年06月26日 17:59  来自 iPhone客户端,梅雨天已经开启单曲循环模式，猫   ， 感觉湿嗒嗒 空气正 和泥土“勾结”，赶紧凝聚体内正能量，分分钟驱散弥漫 空气  “霉”情绪
172,654,雨薇Rianna,2014年06月26日 12:09  来自 iPhone客户端,🌃长时间开 空调  内，空气中 水💦份会越来越少，连带它 会带走肌肤 水💦份   准备一瓶轻巧便携 IPS细胞液 ☀️ 可以帮 轻松搞定肌肤问题哦 它，极易吸收，有超强 保湿💦功效，还可以淡化细纹 皱纹，对抗衰老 😁再  怕辐射引起 小细纹咯
