,Name,Date,Content
382,RespirActin芮斯汀官博,2017年08月22日 15:56  来自 专业版微博,最近天气有些多变， 有好多同事 感冒  小编提醒大家，千万注意预防 哦list   用醋杀菌 选择白醋，进行房间内 蒸煮，能够起到一定 杀菌消毒功效  药品预防 通过药物 方式增强自身抵抗能力   开窗通风 保证室内空气流通 预防感冒
386,康索特关务咨询,2017年08月21日 13:20  来自 搜狗高速浏览器,海关AEO认证中场所安全标准中 几个关键 素需注意海关AEO认证 贸易安全部分中有 重 标准  场所安全标准 无论 申请高级认证还 一般认证，  注意安全标准 执行，毕竟它 贸易供应链安全 重 一环  O 链接场所安全总 求标
390,怡伊草,2017年08月17日 15:50  来自 搜狗高速浏览器,，紧张 工作节奏会影响情绪，长时间盯 电脑会产生昏沉 眼睛干涩 症状，待 一整天通风 良   ，有时会有头昏 头痛  适状况，如果 人多 话，更容易被传染感冒等呼吸系统 疾病 那么，适合  使用 精油有哪些呢？   使用精油缓解身体 适如果感觉
393,海彼购,2017年08月16日 17:54  来自 iPhone 7,无论上班族还 家庭主妇， 们每天 离 开空调和电子产品，而皮肤最怕  恰恰 这些  or房间可能环境闷， 通风，空气干燥，这时候皮肤 容易变得缺水敏感，脸， 会哭   那么，手边放个补水喷雾 很机智啦 拿起来   咻 咻 咻 ~
404,山东电视文旅频道,2017年09月13日 10:09  来自 专业版微博,学起来 适合上班族 手机控 眼部保健妙招上班族 手机控 低头族. 管因为什么原因，现 长时间盯 电脑 手机 人越来越多 有媒体调查发现， % 上班一族表示自己经常有眼干 眼涩 疲劳等眼部 适 症状，视力下降，眼睛疲劳严重  给大家整理 一些实用 眼部保健小方法，简单
419,新匠人最美校花Competition,2017年09月06日 07:15  来自 360安全浏览器,可以  同地点找到以下列几项内容 ——用手电筒检查位于冷冻库和冷藏库偏僻地方 冷凝器 翅状散热片 否竖直？片状风扇 护罩 否 ？盘管 否清洁？——检查制冰机 冷凝器和盘管 否清洁？——新鲜空气进风口 否清洁？——过滤器介质 否清洁？（如适用）——过滤器介质 否为多元脂型
421,建华华,2017年09月05日 11:42,种东西 有讲究 ，温度湿度光照通风条件   能少， 季玫瑰什么 种  通风     暴殄天物，很难成活 还有南方 珍珠泪啥 ，已经死翘翘 ，照片 来 及拍，那叫 惨 看来看去，还 绿萝，碧玉，白掌，蟹爪兰好一点，  绿萝，白掌最强大，碧玉还 观察中，蟹爪兰种
424,河北华安科技官博,2017年09月04日 15:44  来自 专业版微博,华安科技-新风系统新装修时代，告别人肉净化器，家装怎能少 新风系统 新装修时代，健康最大 健康，才 一切装修 最基础 健康之中，空气健康为上，因为 们每天 小时，无时 刻 需 呼吸，需 健康鲜活 空气 而最能呵护 们呼吸健康 便 具有强大功能 新风系统 如果
433,一枚性冷蛋,2017年09月28日 19:32  来自 iPhone 7,❶ 对 起消失有点久 因为最近疯狂长痘 掉发，整个人比较丧 无知  被百度到 名词「雄性脱发」 「多软巢综合症」吓到  掉眼泪   跑 好几趟医院，开 一大堆药丸，虽然检查结果还没出但想想应该没大碍❷ 下午请 假 家看书，心情好 很多 学会放松真 一门人生必修课
437,三原教育播报,2017年09月25日 11:24  来自 微博 weibo.com,上班族 手机党 低头族 眼部保健妙招 快速眨眼头向后仰并 停地眨眼，使眼部血液畅通 眼睛轻微疲劳时，只 做 ~ 次眨眼运动即可 眼珠运动法头向上下左右旋转时，眼珠 跟 一起移动 看远看近法看远方 分钟，再看手掌 ~ 分钟，然后再看远方 这样远近交换几次，可以有效消除眼睛疲劳 热冷
440,北京平谷中医院,2017年09月22日 09:24  来自 微博 weibo.com,寻根溯源看雾霾 减少室内装修污染 装修房间时，卧室 卫生间 窗台和厨房用石材或者大理石装修装饰 家庭越来越多，石材 面有氡污染，氡 世界卫生组织公布 全球肺癌 第二大因素，仅次于烟草 室内装修污染主 来源于房屋建筑材料 油漆 漆器 胶合板或三合板 新居刚刚装修结束，一定 保持勤
443,阴招,2017年09月20日 10:08  来自 360安全浏览器,上班族喝水用什么杯子最健康？塑料杯便宜  怕摔，深受上班族喜爱，  最好别用塑料杯 喝水杯首选应该 玻璃杯 别以为玻璃杯只 通透好看， 所有材质 杯子 ，玻璃杯可 最健康  塑料杯除 受热后会析出一些化学物质外，还极易滋生细菌 虽然塑料表面看似光滑，但实际上有许多空
445,濠江日報社,2017年09月19日 11:07  来自 360安全浏览器,建設發展辦公室主任周惠民表示，原先 關閘巴士總站通風系統重建及環境改善計劃因颱風“天鴿”而有必 重新設計，建設辦會爭取 車站修復過程中儘快完成改善工程方案 具體設計以及審批工作，現階段未有具體工程預算 詳情 O 链接
446,依医,2017年09月18日 18:00  来自 微博 weibo.com,“健康杀手”一 空气污染如今 写字楼虽然越建越高档，但 窗户开口却 约而同地越变越小 一些公司租用  往往位于写字楼 某 方向或一角，本身通风条件 有限，小窗户根本 能顺利实现空气流通  场所 通风造成 直接后果 局域空气污染，新鲜空气进 来，污浊空气甚至有毒
447,茶人吕,2017年09月17日 14:06  来自 iPhone 6 Plus,生活才 管 周末 周末，忙 忙，晚 晚，欠久   得还  清洁  例外 大扫除，开窗通风，浇花，拖地，收拾茶桌，清洁茶具  为 每天喝茶时看到所有 一层 染 酣畅淋漓 劳动+打包发货之后痛饮一杯桐木关正宗野生金骏眉，干净 屋子明亮 心情之余满足下每天 口舌茶欲
448,美媛美业,2017年09月16日 10:43  来自 专业版微博,[  “白领”那 够白吗？]很多白领 奇怪自己明明一直呆   ，没有风吹 晒 皮肤，皮肤怎么还这么暗沉无光?其实   电脑 空调 手机等等，  美白 杀手 长期深处与这种环境之下，没有一套美白心得又怎么能自称 “白”领丽人呢?白领们 属性  长期面对电脑，而电脑辐射等会给
466,樊建川,2017年10月09日 10:51  来自 HUAWEI P10 Plus,"中央，有个大型""圆筒""，起三个作用  一 整个房子 结构，二 上下 交通，三  抽烟 通风口（上方盖 玻璃，四面可以通风） 另外，    ""风水""需  另外，这个""栏杆""， 买 废旧铁链，最大好处，如果喝醉 酒， 会栽下去  设计 ，请瓜叽瓜叽👏👏"
475,KMB男仕,2017年10月27日 11:27  来自 微博 weibo.com,， 们 皮肤 安全 吗?这 错误 想法 大多数  由中央空调控制，通风系统未净化 细菌和灰尘一直环绕 们;而电脑产生 静电辐射会让空气中 灰尘迅速附  皮肤上，引起面部毛孔堵塞 色素沉    这样 污浊环境 ，皮肤最大 挑战 缺水引起 干
481,霞光闫振霞,2017年10月24日 11:59  来自 微博 weibo.com,[打哈欠]秋冬季节来临，天气转凉，寒风吹起，  窗户 很少打开，那么新鲜空气很难进入，室内 病菌等消除  ， 很容易生病哦，[玫瑰][玫瑰]百合 吊兰等可以吸收有害物质； 季 仙人掌等有清洁室内空气 作用，即使有 花，  适当多通风，这样才会花香四溢，还 容易生病哦~~[lt切克闹]
489,美肤抗衰任细妹,2017年10月16日 14:10,上午面诊 静静今  岁，主诉自己面部最近总   出现红斑，且红肿发痒，回家睡一觉 有所好转，，问 如何缓解和解决？根据静静 症状描述，极有可能 永久性敏感肌，接触到过敏源 会引起肌肤 过敏反应 首先应排查 桌周围 植物， 否有直接过敏源 可能，换季气温温差 定，室内
503,水玲师傅,2017年11月10日 16:30  来自 微博 weibo.com,桌摆放风水座位正面 对柱 座位 正面有柱子， 如同受到当头棒喝，必然 工作上容易出大错，平常 容易患头痛 毛病  桌后 靠窗  有窗子，既可以采光 通风，又可以欣赏美景 但 桌 摆放 考虑到与窗 关系  桌 左边宜有窗，这样可以一边欣赏美景
506,火火_落跑版,2017年11月09日 10:34  来自 快充长续航魅蓝 Note5,贴  禁止吸烟  用来摆设 ，老板来 大摇大摆 一根接一根，老板 朋友来  一起一包接一包，那么大四个字 贴 他们旁边 个跟瞎子似 ， 本来  通风，熏 早上出去全身 烟味，那味道恶心得 回到家只好直接换一套衣服，下午来到又 继续熏，戴口罩吧，老板  没看到这么多
516,赛特实验室工程,2017年11月06日 17:32  来自 专业版微博,北京智云达深圳快速检测实验室项目一 项目 北京智云达科技有限公司 由多 从事食品安全领域 专家学者和电子政务行业 资深人士等共同发起创立 高新技术企业  因业务拓展于    决定 美丽 沿海城市——深圳成立分公司并建立专业 农产品快检实验室 经公司高层领导从整个实验室设计方案
521,是我啊東浩,2017年11月05日 14:11  来自 iPhone客户端,被传染感冒 人有必 提醒各位朋友， 一定 注意通风透气.
532,任丘大小事,2017年11月03日 14:20  来自 iPhone 6s,任丘市人民政府关于发布重污染天气橙色预警启动二级应急响应 通告按照沧州市重污染天气应急  求， 市决定于    发布重污染天气橙色预警，O     时启动二级应急响应 ，解除时间另行通知 一 健康防护引导措施 .提示儿童 老 人和呼吸系统 心脑血管疾病患者及其他慢性疾病患
534,龙虾爱溜达,2017年11月02日 07:40  来自 iPhone 7,一晚上嗓子干哑，胸口郁结，跟得 慢性咽炎似 ， 由得联想昨天下午闷 四面 通风 新会议室 吸 俩小时毒  能多想，还 neng点好吃 转移一下注意力吧 炒一把自家菜园 小青菜  昨晚获赠 一大碗红烧海门羊肉，一大早砂锅回炉嘟起来 投几块白萝贝去腥，加一颗娃娃菜解腻，
540,用户5091015942,2017年11月30日 16:40  来自 前后2000万 OPPO R11,近期水痘来袭，请做好防御措施呢水痘 预防 水痘极易传染，只 接触患病同伴 会被传染，因而 做好以下预防措施   减少接触，防止感染 水痘高发时期，家长应尽量少带孩子去医院及其他公共场所，避免孩子接触水痘或带状疱疹病人，以防感染水痘 出现水痘 学校 幼儿园 停止举办大型活
541,青海伊纳维康,2017年11月30日 10:13  来自 微博 weibo.com,冬天 风终于把温暖 南方 吹进 “低温”模式 大家 怕冷，所以总 呆 门窗紧闭 室内，结果没 凉，却闷出 病 据 解， % 家居或  存 开窗通风 足 情况 开窗通风能增加室内空气负离子 浓度，有助于改善人体免疫系统 呼吸系统及中枢神经系统 功能 总而言之，开窗通风，好处多多
542,别拿爱情当饭吃vie,2017年11月30日 09:22  来自 iPhone客户端,车载无线充电器 元 支持 iphone P，及市场自带无线充电器 手机，iphone P  买接收器才能完美充电，装甲牛无线充功能秒杀市场所有无线充，强磁汽车通风口吸充（可当汽车手机支架），充电快 车用，家用， 用，挂壁充电，适用市场所有自带无线充电手机
545,100VR,2017年11月28日 13:51  来自 微博 weibo.com,厦门市软件园黄金地段 ，业主直租，可注册公司， 平米 通风采光好，格局为两个大 ，若干小隔间， 大会议室 位于观 路 号，临近工商银行，南门公交车站，楼下便利店，位置绝绝佳 有意者致电 - ，黄女士
547,Mr-Alin,2017年11月27日 17:27  来自 设计超话,世界第一高楼迪拜哈利法塔 设计解析  内容由建筑师提供 哈利法塔耸立于大 市迪拜 米 高空， 世界上最高 建筑 这个含有 层 高楼设计结合 当地文化影
555,防灾科技学院那些事,2017年11月24日 12:48  来自 360安全浏览器,关于冬季防火用电安全通知学校各单位 部门 冬季风干物燥， 火灾多发 季节，一定 提高防火意识，做好防火用电安全工作 请全校师生员工做好如下工作  .最后离开室内（包括  会议室 收发室 库房 教室 实验室 配电室 食堂 学生宿舍） 人员应检查并关闭用电设备，切断电源；发现
557,安阳市殷都北蒙小学,2017年11月21日 18:06  来自 iPhone客户端,北蒙小学多措并举预防秋季传染病工作秋季 传染病 多发季节，学校 人群高度密集 场所，学生  传染病易感人群之一 为 有效预防与控制秋季传染病 学校 发生和蔓延，确保学生 身心健康，北蒙小学多措并举开展 多项活动来减免传染病 发生 首先 求各班对学生进行“流感”“麻疹”“水痘”
558,爱我黄骅,2017年11月21日 10:39  来自 iPhone客户端,消息    时黄骅市重污染天气应急响应升级至橙色预警，限行 - - 黄骅报社黄骅市人民政府 关于发布重污染天气橙色预警启动二级应急响应 通知开发区管委会，各乡镇政府 街道办事处，市政府有关部门 根据省环境应急与重污染天气预警中心天气会商结果，按照《沧州市人民政府办
