,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Date,Content,Env_prlbm,Sent_lvl
95,375,375,425,1964,山东省能源环境交易网,2016年11月30日 10:55  来自 360安全浏览器,空气污染伤人于无形 已被世卫组织列为一类致癌物-北京市预警中心 北京市空气重污染应急指挥部     发布 “空气重污染蓝色预警”称，受 利扩散条件影响，北京空气质量已达“ 级重度污染”水平，建议公众做好健康防护，减少户外运动等 这  北京今 入冬以来第二次发布空气重污染预警,1,-1
96,379,379,430,2006,李宝玖,2016年12月31日 00:26  来自 iPhone 7,空气这么糟糕， 知道领导 有没有配备空气净化器，揪心,1,-1
97,380,380,431,2009,逍遥小妖,2016年12月30日 18:20  来自 Android客户端,北京几乎所有 公共场所包括  商场 电影院 地铁 室内空气 污染严重 时候  比室外低个二三十左右，  很懂那些进屋 摘口罩,1,-1
98,381,381,432,2010,中农富通官微,2016年12月30日 18:20  来自 360安全浏览器,改善室内空气 有妙招 人类平均每天 室内活动和休息 时间超过 小时，大部分人 一天   卧室和 之间度过，然而 们 室内空气却难以让人放心 工业废气，汽车尾气大量排放；装修用料中 苯，甲苯，甲醛等有害物质明显超标，室内空气污染已经成为损害万千家庭健康 隐形杀手,1,-1
99,410,410,464,2169,映美打印,2017年05月31日 17:04  来自 微博 weibo.com,根据环保部空气质量报告，北京 天津 河北中南部 山东北部等地部分城市空气质量达到中度污染，短时可至重度污染，首 污染物 臭氧 “ 惹 起还躲 起么？ 白天基本   ， 室内总 怕 吧？”，相信这 许多上班族对于臭氧污染 看法，但小映 告诉大家 事实，恰恰相反 欲知真相？马上查,1,-1
100,412,412,466,2197,菠萝-_-,2017年07月14日 13:01  来自 iPhone 6s Plus,每天从 出来 觉得自己像一块放 冷库很久 老冻肉，重新接触到空气，全身 毛孔  欢呼,1,-1
101,415,415,469,2211,园艺商学院0718,2017年07月13日 11:30  来自 360安全浏览器,最热一天 杭州  存  ，老铁跟  他这条命 冰块给 ， 只想  这条命 空调给  想 肆无忌惮地  吹空调，氧妈妈助 打造健康室内空气，对室外 污染 拜拜,1,-1
102,423,423,477,2262,挑款师安妮Anne,2017年10月14日 23:43  来自 分享按钮,发财树盆栽室内绿植 罗汉松盆栽组合碧玉绿植净化空气防辐射券后 . 元传送门O 链接,1,1
103,428,428,482,2284,爱家除醛,2017年10月13日 17:44  来自 微博视频号,西安室外PM . 已经达到  ，这  们  空气指数  西安·长延堡街区 L爱家除醛 秒拍视频,1,-1
104,432,432,486,2319,青海伊纳维康,2017年11月30日 10:13  来自 微博 weibo.com,冬天 风终于把温暖 南方 吹进 “低温”模式 大家 怕冷，所以总 呆 门窗紧闭 室内，结果没 凉，却闷出 病 据 解， % 家居或  存 开窗通风 足 情况 开窗通风能增加室内空气负离子 浓度，有助于改善人体免疫系统 呼吸系统及中枢神经系统 功能 总而言之，开窗通风，好处多多,1,-1
105,434,434,488,2332,徐说新语,2017年11月30日 07:25  来自 小米6 拍人更美,车 和  空气质量 上海·海宁路,1,-1
106,436,436,490,2377,iguicoo云归谷,2018年01月15日 10:36  来自 搜狗高速浏览器,四川境内 星期一 早上，正当 以为进入 仙境 怀疑 空气质量 太好 时候，广播   一句哪个地方下  到 赶紧打开手机一看，果然又重度  北京出差 同事回来 ，一下飞机， 闻 一股泥土 气息，今 大四川果然已经超越北方城市，跃升到污染严重地区  空,1,-1
107,440,440,496,2422,文明怀柔,2018年02月28日 13:42  来自 微博 weibo.com,夜间起，偏东风作用下区域污染传输叠加大雾高湿导致 本地污染积累，目前 市空气质量达到重度污染，预计  夜间扩散条件转好 市空气重污染应急指挥部 于      上午 时 分发布空气重污染黄色预警  局紧急启动应急预案，应对空气重污染天气，当天共出动执法人员,1,-1
108,441,441,497,2426,吴栋说跑步,2018年02月28日 10:27  来自 HUAWEI Mate 10 Pro,空气质量 这优秀 难以呆坐  呀 否出去跑个步呢？,1,-1
109,451,451,508,2483,天涯无需浪迹,2018年03月15日 11:46  来自 乐1s,甲醛检测中 作为老板 您，艾德瑞为您 员工 区空气健康保驾护航 L甲醛检测治理  秒拍视频,1,1
110,453,453,510,2486,猥琐贱太郎,2018年03月15日 11:06  来自 三星GALAXY A,最近天天重污染，但 觉得这空气比政府机关   二手烟好多 ，出来用雾霾洗肺吧 👻,1,1
111,456,456,514,2500,清风源科技,2018年03月13日 20:06  来自 HUAWEI Mate 9,首超   早上 取消 外出工作，检查 内净化，健康第一,1,1
112,458,458,516,2507,荨麻疹八段,2018年03月13日 12:29  来自 HUAWEI Mate 8,很早 睡   ，空气太差， 没法户外锻炼，于 早早来到公司，看伊坂 书，听 Jazz FM，喝 鸳鸯，把脚翘到沙发上,1,-1
113,460,460,518,2511,北京袁超,2018年03月13日 08:16  来自 微博故事,室外重污染时，pm . 等微小颗粒同样会进入室内，导致室内同样处于重污染环境，甚至由于室内空气 流通可能情况更差 所以如果所处居所   健身房等未安装完善 新风系统或净化能力足够 空净设备 话，奉劝还 捂上口鼻比较踏实   故事,1,-1
114,469,469,527,2563,小蜜蜂666的小屋,2018年03月12日 13:59  来自 麦芒6 边界，我来超越,关上空调，打开窗户，一股清新 空气扑鼻而来，很舒服， 很安静，机房 没人来打印， 怕打破这闲暇 午后吗，把小花 搬过去 受阳光 沐浴，春风 抚摸，健康长大吧,1,1
115,484,484,543,2634,hitie_home,2018年03月28日 20:11  来自 加班换来的iPhone X,尽管新装修  满 甲醛味尽管天天抱 空气净化器画图但 这无敌景观位还 好满足,1,-1
116,485,485,544,2635,一定要福气满满,2018年03月28日 19:54  来自 OPPO智能手机,这个破地方，每出去一次 感觉 吸毒，空气质量地球上最差 地方， 还 待  别出去 ， 省 吃那么多饭花那么多钱,1,-1
117,486,486,545,2636,v17-THU,2018年03月28日 19:27  来自 iPhone客户端,开心，沙尘暴 空气，搬去新 吸毒，房东 卖房子 ，未来还得找房子  down,1,-1
118,487,487,546,2637,胜负无定数,2018年03月28日 19:10  来自 HUAWEI Mate 10,中建三局 室内空气检测 成 ·桂溪街区,1,-1
119,490,490,549,2641,habitat1964,2018年03月28日 17:30  来自 皮皮时光机,室内 卫生间 需 经常通风，呼吸下新鲜 空气，把室内略带潮湿 闷热 环境改善一下， 亦 如此 CAROLE/小狗门阻器,1,-1
120,491,491,550,2645,没营养用户勿关,2018年03月28日 16:25  来自 iPhone客户端,每次走進辦公室 感覺 花 海洋空气 飘 地毯 毛絮混杂   钱 香水味 一大束香水百合吃 激素一样绽放 感觉熏到入味  中毒   有点头疼,1,-1
121,492,492,551,2646,肖老师选马勒,2018年03月28日 16:12  来自 iPhone客户端,太热 ，感觉快中暑 ，外面又 污染  空气，逃无可逃,1,-1
122,493,493,552,2648,OmeKa-T,2018年03月28日 10:28  来自 iPhone客户端,搬 新 后，戴 口罩一口气做完事抓 手机 出来吸空气,1,-1
123,494,494,553,2649,演芳读剧本,2018年03月28日 10:14  来自 iPhone客户端,到 第一件事儿  买 个车载空气净化器，管他有没有用先买 再  尽管车友 空调自带过滤系统，还批评 为啥 看用户手册看那玩意干啥？  想花点钱而已,1,-1
124,495,495,554,2650,___除你武器,2018年03月28日 10:10  来自 iPhone客户端,坐   闻得到空气中弥漫 土味🤢,1,-1
125,496,496,555,2652,养只小猪叫圆圆,2018年03月28日 09:50  来自 iPhone客户端,这个空气太可怕，走到  漆皮 鞋子上 可以直接作画,1,-1
126,497,497,556,2653,好租官博,2018年03月28日 09:41  来自 iPhone客户端,这空气憋   想出去工作新风系统   会考虑下 北京·沙河,1,-1
127,500,500,559,2656,黑不溜秋丑不拉几1234,2018年03月28日 07:42  来自 前后2000万 OPPO R11,清晨还 早早起来 好， 为别 ，只为那清新 空气 凉爽 小风 美丽  出～,1,1
128,503,503,562,2662,微微醺儿,2018年03月27日 21:52  来自 iPhone客户端,这  北京 空气质量 下午，🐒sir   这头开   靠谱 净化器，那一头三扇窗户大开，他无奈只能 室内戴上 M口罩， 以前雾霾天中午去奥森跑步 女孩  “🐒哥 真会保养，难怪 像三十好几 人  过  应该跑跑步，抵抗力强  怕雾霾  ”姑娘，  脑子有包还 让马给踹,1,1
129,507,507,566,2669,徐徐尤,2018年03月27日 16:51  来自 微博 weibo.com,五楼 ，风吹，有灰尘，这空气质量,1,-1
130,508,508,567,2670,不吃肥肉的大脸姑娘,2018年03月27日 16:51  来自 HUAWEI nova 2,好热 好困 空气好难闻晚上吃啥   减肥吗,1,-1
131,518,518,577,2694,阍者ing,2018年03月26日 13:33  来自 iPhone客户端,忙 一中午才整理好，希望以后给  添点新鲜空气 北京,1,-1
132,527,527,587,2732,乡宁鄂城文化,2018年03月23日 10:53  来自 乡宁超话,点 分许， 县隆水焦化厂厂区西南角发生土坡坍塌，将焦油罐 洗煤厂浓缩池及管道打裂，致使煤焦油泄漏，未造成人员伤亡 事件发生后， 县第一时间启动环境突发事件应急预案，成立隆水焦化厂 . 环境突发事件处置领导组负责现场处置 厂区和乡镇组织机械已将泄漏 煤焦油用黄,1,-1
133,532,532,592,2752,权势辣妹,2018年04月15日 01:28  来自 iPhone,听 新职场装修完俩   投入使用，听 一进门五分钟 熏 辣眼眼睛.搜 一晚上空气净j改性活性炭以后真 想从outfit入手  能 能做 最酷 女孩呢,1,-1
134,539,539,599,2773,爱家源甲醛检测治理,2018年04月12日 20:07  来自 小米6 拍人更美,AIHOME智能空气净化器出租新装 送货安装结束， 租金低至 元/天，公司客户优质之选  L爱家源甲醛检测治理 秒拍视频,1,-1
135,541,541,601,2778,tata伴你远行,2018年04月12日 17:13  来自 华为P9手机摄影再突破,知道   因为开会 环境有点嘈杂，宝宝胎动 厉害，会议结束逃离 出来呼吸新鲜空气～,1,-1
136,542,542,602,2789,家务拿我倍儿没辙,2018年04月12日 11:31  来自 iPhone客户端,真搞笑 高层 ， 开窗 开空调 开通风，空气差 像蔬菜大棚 武汉  室外温度 ，室内温度能有  室外温度 ，室内温度还   行吧 本来入伏后才会长 水泡，三 底 冒头  昨天发现今  水泡根本  以往那种一两粒 毛毛雨规模 啧，   啥三无小厂，好歹五百强，有必 这样吗？,1,-1
137,545,545,606,2797,冥王星之墓,2018年04月12日 00:23  来自 iPhone客户端,最近身心疲惫，萎靡 振， 装修空气又 好， 一天处于缺氧状态，整个人  蒙 ，  出来哪  舒服 I need a long breakphysi ally and mentally 可 刚放完复活长假和清明假呢,1,-1
138,548,548,611,2807,重启人生当喵妙,2018年04月11日 13:00  来自 iPhone客户端,空气 流通且临近厕所和洗手台，厕所没有窗，排气扇形同虚设，洗手台兼作拖地用 水池  没办法换大环境只好自己营造 称心 小环境，低头能闻到喜欢 香气，抬头能看见翠绿 植物，记得保持心情愉悦,1,-1
139,549,549,612,2808,濯清莲333,2018年04月11日 11:54  来自 微博 weibo.com,O 链接 飞利浦加湿器HU 家用静音卧室婴儿孕妇无雾 空气大容量,1,1
140,551,551,614,2816,佳丽乐妈,2018年04月10日 21:59  来自 HUAWEI nova 2 Plus,奥得奥 小型空气净化器迷 家用  内桌面除尘卧室负离子氧吧-适用于 汽车 卧室 客厅 厨房 书房   小型迷 空气净化器 清除空气中，甲醛，烟雾，PM . ，细菌，负离子，纳米雾 让 们 健康从呼吸开始 奥得奥维他氧氧吧，天天 受大自然般 清新生活-,1,1
141,554,554,617,2820,天使魔鬼一面之差,2018年04月10日 17:12  来自 Samsung Galaxy S8,窗外阳光灿烂，  空气臭臭 ，闷热，电脑上 工作枯燥乏味 站起来 时候头晕 此刻 西湖，一定很美吧,1,-1
142,558,558,621,2833,笑境,2018年04月10日 11:08  来自 iPhone客户端,需 去大自然呼吸新鲜空气，每天  被  装修气味弄晕,1,-1
143,561,561,624,2839,堪兴周易风水,2018年04月10日 07:34  来自 华为麦芒5,凶气虽然  凶器，  暗藏杀机，因为这 特指 凶气 家居或 中那可怕 气氛 气氛 人为或自然造成 ，导致风水 位理学上“凶相毕露”，暗藏杀机 室内易被忽视 九大风水“凶气”   凶猛野兽画很多人 家庭装修完工 时候， 会关注家 效果 美观度，并且很多人 讲究家 风水学 问,1,-1
144,570,570,634,2860,啃三叔的馒头,2018年04月09日 08:48  来自 iPhone客户端,可 知道  风水（ ）  楼梯 可对 大门，否则纳气与排气相冲，对财气 健康 利 风水学上讲“曲则有情，直来直去损人丁 ”  楼梯如果对 大门 本来  聚气养生之所，如今与楼梯直对， 之生气则被其尽数吸去，可谓大忌 补救之法则  进门处 用屏风或玄关隔开,1,-1
145,575,575,639,2879,明月清风我MYQFW,2018年04月30日 09:31  来自 中国的事超话,雾霾又来 北京今  时启动空气重污染蓝色预警    ，雾霾沙尘齐聚京城，除此前启动 空气重污染橙色预警之外，官方还发布 今 首个沙尘蓝色预警  两者“夹攻”之下，全城空气质量已达到严重污染水平 图为北京街头车流  记者 杜洋 摄北京市环保局消息，根据监测实况及预报分析,1,-1
146,582,582,647,2974,灰猫警长ooxx,2018年04月28日 19:18  来自 微博 weibo.com,净化空气  水培植物﹝底 纸 ◇ 頻 抡﹞,1,1
147,602,602,670,3025,上官翊,2018年04月27日 16:14  来自 iPhone客户端,空气闷到爆炸 工作 下午，只能靠雷颂德 电音歌曲来续命  开始考虑以后去唱K可以唱点这个类型，少唱点苦情歌,1,-1
148,615,615,683,3113,乐中音28,2018年04月26日 11:20  来自 iPhone客户端,除 砭石系列，  很喜欢这款 小巧方便，放   很好用，来长沙  ，空气质量造成轻微鼻咽炎，每次周姐搞完卫生，同事  那讲“嗯，刚拖地” 只能一脸懵逼 回到座位 那天早上， 去打水喝 时候，心   想，嗯，刚拖完地 突然电光火石间，明白 这几天连续 断艾灸让鼻子通畅 能闻到味,1,1
